id,flight_id_1,flight_id_2,detected_at,middle_point_lat,middle_point_lon,horizontal_distance,vertical_distance,remaining_time,flight_1_conflict_entry_lat,flight_1_conflict_entry_lon,flight_1_conflict_entry_flight_level,flight_1_conflict_exit_lat,flight_1_conflict_exit_lon,flight_1_conflict_exit_flight_level,flight_2_conflict_entry_lat,flight_2_conflict_entry_lon,flight_2_conflict_entry_flight_level,flight_2_conflict_exit_lat,flight_2_conflict_exit_lon,flight_2_conflict_exit_flight_level,active,last_checked
272,PO00504658,PO00511858,2026-04-05 19:02:45.555367 +00:00,47.558382772518996,13.343400932510198,0.05075488160401774,0.10118445716969865,0.0010705320632351874,47.540874699052594,13.336536200947252,370,47.56219064806633,13.345589224669686,370,47.57085693602453,13.360372619978865,360,47.5557756707219,13.338801757470256,380,false,2026-04-05 19:08:38.340554 +00:00
276,PO00504539,PO00513014,2026-04-05 19:10:49.621947 +00:00,49.84251447340147,14.744588713066298,2.65363584829378,-0.0038070945065672187,0.02195932100684693,48.37468129637497,20.185696542325864,380,51.31580357417273,9.237517758403786,380,48.439266503190474,20.264763457829808,379.7686765411364,51.240306519867715,9.290377093705734,379.7686765411364,false,2026-04-05 19:18:32.585217 +00:00
271,PO00516957,PO00518937,2026-04-05 19:02:35.435853 +00:00,46.160777407585286,20.39621762408768,1.1597861110946086,-0.04524852835082238,0.0008829292272778637,46.14994504971814,20.41600636312129,369.9878266868996,46.157492626760416,20.402062800063277,389.9878266868996,46.16196625535558,20.393930355138238,379.9878266868996,46.16954652083095,20.380419238250692,379.9878266868996,false,2026-04-05 19:06:41.311088 +00:00
273,PO00501468,PO00522706,2026-04-05 19:03:05.535548 +00:00,49.88091411734267,18.55498074214875,3.8640194999533737,-0.11727206002089052,0.0005333893084369021,49.90976822985097,18.53411382277602,362.39960339072917,49.90987099782499,18.53297836769384,382.9836409303294,49.8512183126896,18.57617120152213,372.39960339072917,49.85209850921635,18.57692881259425,372.9836409303294,false,2026-04-05 19:03:26.175377 +00:00
269,PO00488080,PO00522186,2026-04-05 19:01:01.658849 +00:00,48.570844489688646,12.424380368420923,4.398702026637358,0.0077508219670897605,0.0016455834086147975,48.6069571775583,12.4247159065306,320,48.60381005650773,12.385951331316766,320,48.528963231441445,12.422683990433661,330,48.54421768681787,12.464304757439141,310,false,2026-04-05 19:01:57.405083 +00:00
280,PO00517187,PO00521371,2026-04-05 19:17:54.314639 +00:00,48.7821389498074,13.654710517637353,0.056345328517192816,0.1610904712120187,0.19064139053460746,48.80271513942983,13.599865546659483,350,48.76238749574251,13.710234795902272,350,48.762157201139345,13.710205017166263,359.78804306708196,48.80129596291789,13.598536710821392,359.78804306708196,false,2026-04-05 19:18:36.379871 +00:00
275,PO00506716,PO00518960,2026-04-05 19:05:56.212635 +00:00,47.77465390021003,18.088504605672714,4.8005288249937585,-0.14742125283705665,0.1340529877091715,47.85887901887362,18.067378351224068,370,47.76746250207122,18.077091569947928,370,47.77560810724179,18.06582572693048,361.0425144273547,47.69666597265352,18.143722774588376,361.0425144273547,false,2026-04-05 19:13:49.283101 +00:00
282,PO00496164,PO00520386,2026-04-05 19:18:28.533113 +00:00,48.94993455217881,13.246737837231285,3.1143872835474533,0.036355520627713744,0.0006742886168739641,48.9241491859138,13.248056670308854,325.8465088289994,48.92378688581791,13.247375710747043,341.63845240602535,48.97596599356996,13.24530798751508,335.8465088289994,48.97569660265284,13.246273934080737,331.6384524060253,false,2026-04-05 19:19:05.091296 +00:00
270,PO00497654,PO00517718,2026-04-05 19:02:19.101396 +00:00,47.99090467077684,16.96818593413312,1.5118200131075255,-0.011198648409222134,0.0006756404971321354,47.98095250173808,16.986559137115844,360,47.98349987441129,16.976103743072517,360,47.996928492930245,16.957344164892447,350,48.00281144973588,16.951636916036247,370,false,2026-04-05 19:02:54.095428 +00:00
281,PO00494050,PO00501793,2026-04-05 19:18:28.532903 +00:00,49.50190843559396,15.255687491907779,3.774902348653188,0.055694607458601955,0.029001477737999364,49.506918115094614,15.202457688202655,350,49.45269361239289,15.239787242997679,350,49.51229091800632,15.330955093075817,353.3840686684164,49.535731096882024,15.24954994335496,353.3840686684164,false,2026-04-05 19:21:49.030068 +00:00
284,PO00506935,PO00509299,2026-04-05 19:18:34.058355 +00:00,50.94184416431061,13.724910949432868,2.449718854791808,-0.0008740662117377965,-0.08018005447626728,51.72478228423836,14.062365855479017,380,50.118379323076695,13.379966506522635,380,51.77371465034973,13.955535751337633,379.9468907275545,50.15050039957764,13.501775684392184,379.9468907275545,false,2026-04-05 19:19:13.763937 +00:00
277,PO00516957,PO00518937,2026-04-05 19:11:16.648328 +00:00,46.56776648006457,19.641712942178057,0.635799486545256,0.014538383624310203,0.005827131255184397,46.541956062722335,19.689089197599273,363.7377624704282,46.58997327224099,19.596492693668676,406.91197525528446,46.54890229542528,19.67743602862221,373.7377624704282,46.59889190855281,19.587729790077763,396.91197525528446,false,2026-04-05 19:15:10.831406 +00:00
285,PO00506935,PO00509299,2026-04-05 19:18:34.058992 +00:00,47.42708948453965,12.806254494712274,0.003105285331446298,-0.00046012849769850597,-0.6658679569334254,56.659859481039476,15.115826248015754,380,38.194311397267825,10.496763419683287,380,56.577615687251246,15.095170679637333,379.97204206109785,38.27657137260005,10.517257631512726,379.97204206109785,false,2026-04-05 19:19:13.763997 +00:00
274,PO00507064,PO00516489,2026-04-05 19:03:37.085279 +00:00,50.51668944375868,11.75523273638167,3.041490857847591,0.04122258451342853,0.004152485171200181,50.484683021967854,11.789851653924451,380,50.49942399931727,11.762253626398882,380,50.53041557437633,11.755452450884363,370,50.544911995166046,11.727329760064302,390,false,2026-04-05 19:05:17.553474 +00:00
286,PO00506935,PO00509299,2026-04-05 19:18:34.059536 +00:00,49.65710582243658,13.365270607623588,0.05865117828473764,-0.000028999569168326014,-0.9820311228772143,58.88917000798316,15.663651993766312,380,40.424888822169144,11.068405282186502,380,58.8070765813418,15.641667128109317,379.998237952687,40.507287878252185,11.087358026432222,379.998237952687,false,2026-04-05 19:19:13.764012 +00:00
278,PO00518127,PO00518497,2026-04-05 19:11:17.014760 +00:00,47.79748147333461,16.364446300568222,0.18269478263567343,-0.09205843795941912,0.040410922548167305,47.76901884407481,16.4095590152582,360,47.82343448772645,16.31678334798657,360,47.81858945096232,16.31038272984382,354.4064229953791,47.778883110574846,16.421060109184296,354.4064229953791,false,2026-04-05 19:15:52.085451 +00:00
291,PO00504658,PO00506761,2026-04-05 19:19:52.309484 +00:00,49.93895392781943,12.08577267760816,0.7183170406379418,0.14117665385776834,0.012989287557159107,49.931743394163796,12.090881841567459,358.6925527652606,49.94548975243744,12.021074431541615,373.5685883609121,49.944925375788195,12.08067611868633,368.6925527652606,49.94414203829187,12.150351657797724,368.6925527652606,false,2026-04-05 19:20:33.403778 +00:00
288,PO00519168,PO00520714,2026-04-05 19:18:36.691777 +00:00,48.784173825724935,17.07902945483292,1.1728244222814403,-0.00020330471323272355,0.22044354310312902,48.9911954214259,16.700853678350835,370,48.56227784337178,17.47641661545066,370,49.05854452187335,16.775170790703783,369.9876469708364,48.524677516228714,17.363676734826402,369.9876469708364,false,2026-04-05 19:19:15.281180 +00:00
294,PO00506935,PO00509299,2026-04-05 19:19:54.403140 +00:00,51.44321825111122,13.86665711217854,0.5110348357058425,0.008403011655308934,0.03560008894713795,51.45205175699683,13.869171011726182,369.9977450773272,51.44226417507757,13.866401299518751,389.9977450773272,51.443714717796865,13.86678342950354,379.9977450773272,51.43383835962437,13.86398859518992,379.9977450773272,false,2026-04-05 19:20:34.587322 +00:00
290,PO00488417,PO00504223,2026-04-05 19:19:48.215054 +00:00,50.37634535607226,14.545343586852029,3.8605726020804,-0.10070809982211998,0.005515707147208936,50.34130321858931,14.541674971695832,347.9249543985784,50.36340661677345,14.488368174393568,359.33460483997277,50.423026457755654,14.566753426186134,349.33460483997277,50.383284568216276,14.593173945302109,349.33460483997277,false,2026-04-05 19:21:05.801753 +00:00
289,PO00489910,PO00508631,2026-04-05 19:19:47.098408 +00:00,48.13546470355242,12.140959175568279,2.062081202069962,-0.07856392830703629,0.0006876473589873471,48.15526632353764,12.124931376675507,380,48.12248684127434,12.111764077112406,380,48.12074863983812,12.148136199448052,370,48.13406696206199,12.19517321548365,390,false,2026-04-05 19:20:27.529614 +00:00
297,PO00494050,PO00501725,2026-04-05 19:21:07.559734 +00:00,49.67084429739374,15.111905262971376,2.291992046143422,-0.02419525580402393,0.00011174620335399889,49.65313183030521,15.101019732244913,350,49.65305794972415,15.10107054100471,350,49.68857918012778,15.122802216256094,340,49.688600502698144,15.12272462500018,360.00000000000006,false,2026-04-05 19:23:49.374546 +00:00
287,PO00519168,PO00520714,2026-04-05 19:18:36.691260 +00:00,48.784173825724935,17.07902945483292,1.1728244222814403,-0.00020330471323272355,0.22044354310312902,48.9911954214259,16.700853678350835,370,48.56227784337178,17.47641661545066,370,49.05854452187335,16.775170790703783,369.9876469708364,48.524677516228714,17.363676734826402,369.9876469708364,false,2026-04-05 19:22:36.908614 +00:00
283,PO00503727,PO00515015,2026-04-05 19:18:32.224483 +00:00,52.07196636918004,6.961009553552083,4.20310663172139,0.12464598417978652,0.04845277675147423,52.1101460475402,6.941606350091073,370,52.10073239797186,7.01375666198425,370,52.030012955462055,6.978533158178298,377.57363394688207,52.04697407574603,6.9101420439547105,377.57363394688207,false,2026-04-05 19:22:32.276898 +00:00
292,PO00504223,PO00521804,2026-04-05 19:19:54.078438 +00:00,50.108482639203224,14.766957321064314,0.49493160187058427,0.04995674873761417,0.041464880833344334,50.1455654356194,14.749277642537482,350,50.07447873316368,14.796639217559878,350,50.06561558149196,14.785856454767837,353.0354297461306,50.14827080653786,14.736055969392057,353.0354297461306,false,2026-04-05 19:21:11.924996 +00:00
301,PO00508631,PO00515378,2026-04-05 19:21:56.434574 +00:00,48.42015829729235,12.439618695054714,4.031842814976038,0.08792986069314576,-0.00006119516911740896,48.387384623958795,12.433869342628173,345.57251932120977,48.38470564647177,12.436198384784253,367.38082468232074,48.45407660572548,12.445374814190455,355.57251932120977,48.45184011722988,12.443016713403459,357.38082468232074,false,2026-04-05 19:22:34.804624 +00:00
296,PO00503727,PO00516548,2026-04-05 19:20:33.774487 +00:00,52.20563368998783,5.77047133807372,3.4095426641067577,0.07145709706487935,0.00046942424918544823,52.219830899912246,5.729274184715185,370,52.219727101212314,5.7306540978805165,370,52.191751180701225,5.809999671962461,360,52.19141612194612,5.810946966871773,380,false,2026-04-05 19:21:12.522987 +00:00
