sample_time,time_over,flight_id,aircraft_type,origin,destination,lat,lon,flight_level,route_string
2026-03-29T15:45:35Z,2026-03-29T15:43:27Z,PO00374707,B38M,EPKK,LFPO,50.19833333333333,17.121944444444445,325,N0437F340 ADADO DCT UTEVO DCT ETUDA/N0447F360 DCT BEKVI DCT BALTU DCT DONAD DCT OKG/N0452F380 L984 KOMIB DCT LOHRE/N0445F400 DCT NOSPA DCT BITBU DCT DIK UN857 TOLVU DCT RAPOR DCT RENSA
2026-03-29T15:45:35Z,2026-03-29T15:44:23Z,PO00361678,A21N,LZKZ,EGGW,49.54194444444445,17.53638888888889,360,N0424F320 TAKOS DCT MAKAL/N0441F360 DCT HDO DCT NOGRO M40 RINIS RINIS1N
2026-03-29T15:45:35Z,2026-03-29T15:44:26Z,PO00375665,A320,LTAI,EDDB,49.23916666666667,17.211944444444445,360,N0453F360 EKNUD1F EKNUD UQ26 BKZ DCT IBLAX/N0433F340 DCT RASUB DCT DEGET DCT LALES/N0441F360 DCT LEGAZ/N0404F300 DCT BEFRE T204 NUKRO NUKRO1L
2026-03-29T15:45:35Z,2026-03-29T15:37:02Z,PO00351706,A320,LOWW,EDDF,48.62222222222222,15.545,223,N0430F340 BUWUT1C BUWUT DCT DITIS DCT RAPET T170 GAPLA T178 KERAX KERAX5A
2026-03-29T15:45:35Z,2026-03-29T15:43:12Z,PO00371543,B38M,EPWR,LPPT,50.88305555555556,15.038611111111111,261,N0449F350 ULGIL1K ULGIL T707 TOMTI DCT NAVEK/N0451F360 DCT OKG DCT AMOSA DCT DKB/N0435F340 DCT TEDGO/N0429F330 N869 NATOR DCT LUTIX DCT BENOT DCT NEMOS DCT NINTU DCT MEBAK/N0438F350 DCT REPSI DCT LERGA DCT MINSO DCT NARAK DCT AGN DCT MAQAB DCT TIVLI N869 ZAR Z245 CJN N975 CCS DCT ELVAR DCT UPULO UPULO2A
2026-03-29T15:45:35Z,2026-03-29T15:39:11Z,PO00373117,B738,LTAI,EDDP,48.460277777777776,18.360555555555557,380,N0455F330 EKNUD/N0459F340 UQ26 TUDBU Q26 UPAMA DCT APROB DCT DEGET DCT UVERA DCT PATAK DCT LALES DCT BEFRE DCT IVQOQ T951 YAWOY
2026-03-29T15:45:35Z,2026-03-29T15:39:01Z,PO00356971,B38M,LQBK,ESSA,48.1625,17.301111111111112,340,N0444F350 TEBLI1G TEBLI DCT KOPRY DCT XENAK/N0448F360 DCT DESEN DCT VAGSA/N0455F380 DCT BEZMI DCT PENOR DCT TESPO DCT ARMOD/N0420F330 Z228 NILUG
2026-03-29T15:45:35Z,2026-03-29T15:44:06Z,PO00372089,B738,EPKT,LMML,49.865,18.5775,227,N0443F360 TUSIN4M TUSIN DCT UPLAV DCT MIKOV/N0447F370 DCT STEIN DCT KOPRY/N0451F380 DCT TEBLI DCT KATTI/N0446F370 DCT VEGAN DCT UXUTA DCT OBAXU N982 GZO DCT
2026-03-29T15:45:35Z,2026-03-29T15:44:03Z,PO00369828,A20N,EDDF,EPKK,50.05777777777778,12.217777777777778,370,N0432F350 SULUS6F SULUS L984 OKG DCT PADKA PADKA4G
2026-03-29T15:45:35Z,2026-03-29T15:41:41Z,PO00360843,B77L,VOBL,EDDP,48.922777777777775,18.96,340,N0502F300 LATID W57 VIRAM Q22 HIA DCT ALBED Q24 LAROB/N0497F320 Q24 PUKES/M083F320 P628 VIKIT/N0491F320 P628 RK G202 ZB L750 BIROS/N0488F320 L750 RANAH/K0893F320 B449 HOFNI/K0899F340 B449 DUKAN/N0485F340 L850 ADEKI N644 LAGAS DCT SARPI UM10 OLUPO UL851 KARDE UN644 INB UL746 ODERO L746 LUGEB DCT OBCAS DCT SOBSA DCT REBLA DCT RILAS DCT BADOR DCT PITOK DCT MAKAL DCT LEGAZ DCT BEFRE DCT IVQOQ T951 YAWOY YAWOY1V
